-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Latitude  53.1832   Longitude -130.831 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1.65 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WS50M
2024,7,10,11,4.97,6.8
2024,7,10,12,5.28,6.98
2024,7,10,13,5.46,7.01
2024,7,10,14,5.55,6.96
2024,7,10,15,5.56,6.86
2024,7,10,16,5.42,6.56
2024,7,10,17,5.1,6.09
2024,7,10,18,4.88,5.82
2024,7,10,19,4.86,5.87
2024,7,10,20,5.03,6.11
2024,7,10,21,5.18,6.29
2024,7,10,22,5.22,6.32
2024,7,10,23,5.17,6.23
2024,7,11,0,5.2,6.17
2024,7,11,1,5.05,5.9
2024,7,11,2,4.64,5.39
2024,7,11,3,4.24,4.89
2024,7,11,4,3.89,4.48
2024,7,11,5,3.55,4.08
2024,7,11,6,3.13,3.57
2024,7,11,7,2.73,3.05
2024,7,11,8,2.67,2.91
2024,7,11,9,2.93,3.17
2024,7,11,10,3.24,3.52
2024,7,11,11,3.5,3.81
2024,7,11,12,3.54,3.92
2024,7,11,13,3.39,3.85
2024,7,11,14,3.19,3.71
2024,7,11,15,3.04,3.61
2024,7,11,16,2.93,3.54
2024,7,11,17,2.87,3.55
2024,7,11,18,2.91,3.63
2024,7,11,19,3.1,3.84
2024,7,11,20,3.34,4.09
2024,7,11,21,3.49,4.23
2024,7,11,22,3.53,4.24
2024,7,11,23,3.44,4.1
2024,7,12,0,3.28,3.88
2024,7,12,1,3.18,3.72
2024,7,12,2,3.18,3.7
2024,7,12,3,3.33,3.83
2024,7,12,4,3.54,4.01
2024,7,12,5,3.7,4.17
2024,7,12,6,3.91,4.42
2024,7,12,7,3.98,4.5
2024,7,12,8,4.05,4.6
2024,7,12,9,4.23,4.82
2024,7,12,10,4.45,5.13
2024,7,12,11,4.91,5.74
2024,7,12,12,5.42,6.41
2024,7,12,13,5.69,6.84
2024,7,12,14,5.88,7.15
2024,7,12,15,6.06,7.42
2024,7,12,16,6.1,7.53
2024,7,12,17,6.21,7.69
2024,7,12,18,6.3,7.78
2024,7,12,19,6.33,7.76
2024,7,12,20,6.36,7.72
2024,7,12,21,6.44,7.73
2024,7,12,22,6.48,7.66
2024,7,12,23,6.66,7.8
2024,7,13,0,6.94,8.06
2024,7,13,1,7.04,8.15
2024,7,13,2,7.0,8.09
2024,7,13,3,6.92,7.97
2024,7,13,4,6.8,7.79
2024,7,13,5,6.71,7.7
2024,7,13,6,6.53,7.48
2024,7,13,7,6.13,7.01
2024,7,13,8,5.66,6.53
2024,7,13,9,5.35,6.26
2024,7,13,10,5.1,6.11
2024,7,13,11,4.92,6.04
2024,7,13,12,4.7,5.94
2024,7,13,13,4.45,5.81
2024,7,13,14,4.32,5.8
2024,7,13,15,4.31,5.91
2024,7,13,16,4.33,6.07
2024,7,13,17,4.26,6.07
2024,7,13,18,4.26,6.15
2024,7,13,19,4.5,6.51
2024,7,13,20,4.79,6.8
2024,7,13,21,5.08,6.95
2024,7,13,22,5.24,6.93
2024,7,13,23,5.35,6.93
2024,7,14,0,5.38,6.85
2024,7,14,1,5.29,6.68
2024,7,14,2,5.21,6.57
2024,7,14,3,5.26,6.6
2024,7,14,4,5.36,6.7
2024,7,14,5,5.41,6.79
2024,7,14,6,5.52,6.94
2024,7,14,7,5.4,6.73
2024,7,14,8,5.02,6.27
2024,7,14,9,4.61,5.79
2024,7,14,10,4.38,5.56
2024,7,14,11,4.39,5.62
2024,7,14,12,4.64,5.98
2024,7,14,13,4.72,6.17
2024,7,14,14,4.52,6.01
2024,7,14,15,4.16,5.67
2024,7,14,16,3.77,5.29
2024,7,14,17,3.43,4.95
2024,7,14,18,3.14,4.63
2024,7,14,19,3.04,4.56
2024,7,14,20,3.17,4.67
2024,7,14,21,3.32,4.7
2024,7,14,22,3.32,4.56
2024,7,14,23,3.23,4.32
2024,7,15,0,3.15,4.13
2024,7,15,1,3.09,3.95
2024,7,15,2,2.95,3.66
2024,7,15,3,2.93,3.55
2024,7,15,4,3.31,3.98
2024,7,15,5,3.97,4.76
2024,7,15,6,4.76,5.62
2024,7,15,7,5.37,6.3
2024,7,15,8,5.85,6.84
2024,7,15,9,6.17,7.23
2024,7,15,10,6.31,7.44
2024,7,15,11,6.24,7.45
2024,7,15,12,6.11,7.42
2024,7,15,13,5.78,7.11
2024,7,15,14,5.35,6.7
2024,7,15,15,4.83,6.19
2024,7,15,16,4.37,5.69
2024,7,15,17,4.13,5.43
2024,7,15,18,3.91,5.11
2024,7,15,19,3.74,4.85
2024,7,15,20,3.59,4.61
2024,7,15,21,3.32,4.26
2024,7,15,22,3.05,3.91
2024,7,15,23,2.76,3.51
2024,7,16,0,2.42,3.06
2024,7,16,1,2.05,2.58
2024,7,16,2,1.67,2.09
2024,7,16,3,1.53,1.91
2024,7,16,4,1.7,2.12
2024,7,16,5,1.95,2.42
2024,7,16,6,2.23,2.77
2024,7,16,7,2.61,3.25
2024,7,16,8,2.86,3.58
2024,7,16,9,2.91,3.76
2024,7,16,10,2.84,3.86
2024,7,16,11,2.89,4.04
2024,7,16,12,2.9,4.19
2024,7,16,13,2.78,4.18
2024,7,16,14,2.61,4.04
2024,7,16,15,2.39,3.69
2024,7,16,16,2.14,3.23
2024,7,16,17,1.85,2.7
2024,7,16,18,1.69,2.44
2024,7,16,19,1.74,2.57
2024,7,16,20,1.93,2.96
2024,7,16,21,2.12,3.3
2024,7,16,22,2.33,3.52
2024,7,16,23,2.71,3.75
2024,7,17,0,3.13,4.07
2024,7,17,1,3.66,4.66
2024,7,17,2,4.22,5.3
2024,7,17,3,4.6,5.75
2024,7,17,4,5.0,6.2
2024,7,17,5,5.37,6.58
2024,7,17,6,5.13,6.4
2024,7,17,7,4.8,6.16
2024,7,17,8,4.88,6.32
2024,7,17,9,5.04,6.59
2024,7,17,10,5.2,6.88
2024,7,17,11,5.24,7.03
2024,7,17,12,5.26,7.18
2024,7,17,13,5.21,7.26
2024,7,17,14,5.11,7.26
2024,7,17,15,4.82,7.0
2024,7,17,16,4.3,6.44
2024,7,17,17,3.73,5.73
2024,7,17,18,3.48,5.35
2024,7,17,19,3.73,5.55
2024,7,17,20,4.06,5.8
2024,7,17,21,4.15,5.73
2024,7,17,22,4.08,5.49
2024,7,17,23,4.02,5.3
2024,7,18,0,3.69,4.87
2024,7,18,1,3.2,4.29
2024,7,18,2,3.02,4.08
2024,7,18,3,3.13,4.21
2024,7,18,4,3.15,4.24
2024,7,18,5,2.92,3.95
2024,7,18,6,2.57,3.53
2024,7,18,7,2.28,3.21
2024,7,18,8,2.02,2.95
2024,7,18,9,1.9,2.8
2024,7,18,10,1.97,2.93
2024,7,18,11,2.07,3.12
2024,7,18,12,2.32,3.54
2024,7,18,13,2.63,4.07
2024,7,18,14,2.77,4.34
2024,7,18,15,2.86,4.52
2024,7,18,16,2.8,4.45
2024,7,18,17,2.62,4.14
2024,7,18,18,2.46,3.86
2024,7,18,19,2.5,3.9
2024,7,18,20,2.74,4.27
2024,7,18,21,3.04,4.69
2024,7,18,22,3.26,4.91
2024,7,18,23,3.32,4.95
2024,7,19,0,3.36,4.98
2024,7,19,1,3.32,4.92
2024,7,19,2,3.28,4.88
2024,7,19,3,3.39,5.02
2024,7,19,4,3.76,5.44
2024,7,19,5,4.25,5.96
2024,7,19,6,4.85,6.64
2024,7,19,7,5.62,7.42
2024,7,19,8,6.12,7.98
2024,7,19,9,6.24,8.14
2024,7,19,10,6.2,8.22
2024,7,19,11,6.05,8.09
2024,7,19,12,5.87,7.84
2024,7,19,13,5.86,7.75
2024,7,19,14,6.22,8.1
2024,7,19,15,6.81,8.74
2024,7,19,16,7.27,9.31
2024,7,19,17,7.52,9.64
2024,7,19,18,7.33,9.56
2024,7,19,19,6.62,8.86
2024,7,19,20,5.86,8.06
2024,7,19,21,5.07,7.17
2024,7,19,22,4.32,6.3
2024,7,19,23,3.67,5.46
2024,7,20,0,3.23,4.87
2024,7,20,1,2.94,4.4
2024,7,20,2,2.63,3.86
2024,7,20,3,2.32,3.32
2024,7,20,4,2.1,2.93
2024,7,20,5,2.01,2.78
2024,7,20,6,1.97,2.7
2024,7,20,7,1.93,2.6
2024,7,20,8,1.93,2.59
2024,7,20,9,1.84,2.54
2024,7,20,10,1.8,2.57
2024,7,20,11,1.95,2.84
2024,7,20,12,2.11,3.14
2024,7,20,13,2.27,3.39
2024,7,20,14,2.31,3.46
2024,7,20,15,2.18,3.24
2024,7,20,16,1.94,2.84
2024,7,20,17,1.81,2.59
2024,7,20,18,1.86,2.67
2024,7,20,19,2.12,3.1
2024,7,20,20,2.5,3.69
2024,7,20,21,2.89,4.19
2024,7,20,22,3.1,4.42
2024,7,20,23,3.21,4.48
2024,7,21,0,3.32,4.5
2024,7,21,1,3.43,4.47
2024,7,21,2,3.51,4.43
2024,7,21,3,3.48,4.27
2024,7,21,4,3.29,3.96
2024,7,21,5,2.86,3.38
2024,7,21,6,2.46,2.9
2024,7,21,7,2.4,2.77
2024,7,21,8,2.59,2.93
2024,7,21,9,2.77,3.11
2024,7,21,10,3.01,3.41
2024,7,21,11,3.28,3.77
2024,7,21,12,3.39,3.98
2024,7,21,13,3.22,3.91
2024,7,21,14,3.0,3.73
2024,7,21,15,2.88,3.61
2024,7,21,16,2.76,3.51
2024,7,21,17,2.61,3.32
2024,7,21,18,2.46,3.15
2024,7,21,19,2.49,3.2
2024,7,21,20,2.71,3.43
2024,7,21,21,2.82,3.5
2024,7,21,22,2.79,3.42
2024,7,21,23,2.82,3.4
2024,7,22,0,2.91,3.42
2024,7,22,1,2.9,3.33
2024,7,22,2,2.75,3.09
2024,7,22,3,2.6,2.88
2024,7,22,4,2.56,2.8
2024,7,22,5,2.57,2.74
2024,7,22,6,2.49,2.63
2024,7,22,7,2.53,2.67
2024,7,22,8,2.7,2.85
2024,7,22,9,2.9,3.04
2024,7,22,10,3.08,3.27
2024,7,22,11,3.24,3.49
2024,7,22,12,3.54,3.89
2024,7,22,13,3.9,4.39
2024,7,22,14,4.12,4.7
2024,7,22,15,4.22,4.84
2024,7,22,16,4.35,4.97
2024,7,22,17,4.59,5.18
2024,7,22,18,4.62,5.13
2024,7,22,19,4.34,4.75
2024,7,22,20,4.3,4.64
2024,7,22,21,4.4,4.71
2024,7,22,22,4.24,4.52
2024,7,22,23,3.96,4.2
2024,7,23,0,3.97,4.21
2024,7,23,1,3.83,4.07
2024,7,23,2,3.38,3.59
2024,7,23,3,2.88,3.04
2024,7,23,4,2.93,3.09
2024,7,23,5,3.17,3.33
2024,7,23,6,3.37,3.55
2024,7,23,7,3.61,3.81
2024,7,23,8,3.53,3.7
2024,7,23,9,3.5,3.64
2024,7,23,10,3.82,3.95
2024,7,23,11,4.35,4.52
2024,7,23,12,4.85,5.07
2024,7,23,13,4.94,5.18
2024,7,23,14,4.43,4.66
2024,7,23,15,3.61,3.79
2024,7,23,16,2.96,3.1
2024,7,23,17,2.69,2.83
2024,7,23,18,2.24,2.36
2024,7,23,19,1.23,1.27
2024,7,23,20,2.11,2.2
2024,7,23,21,3.28,3.47
2024,7,23,22,4.07,4.33
2024,7,23,23,4.84,5.17
2024,7,24,0,5.27,5.67
2024,7,24,1,5.32,5.74
2024,7,24,2,5.09,5.51
2024,7,24,3,4.85,5.24
2024,7,24,4,5.2,5.63
2024,7,24,5,5.56,6.01
2024,7,24,6,5.84,6.32
2024,7,24,7,6.3,6.84
2024,7,24,8,6.59,7.2
2024,7,24,9,6.6,7.23
2024,7,24,10,6.4,7.05
2024,7,24,11,6.14,6.86
2024,7,24,12,5.88,6.66
2024,7,24,13,5.61,6.43
2024,7,24,14,5.27,6.1
2024,7,24,15,4.86,5.71
2024,7,24,16,4.44,5.32
2024,7,24,17,4.15,5.08
2024,7,24,18,4.1,5.0
2024,7,24,19,4.18,5.13
2024,7,24,20,4.36,5.28
2024,7,24,21,4.57,5.41
2024,7,24,22,4.68,5.41
2024,7,24,23,4.68,5.29
2024,7,25,0,4.66,5.18
2024,7,25,1,4.67,5.14
2024,7,25,2,4.59,5.02
2024,7,25,3,4.41,4.79
2024,7,25,4,4.17,4.52
2024,7,25,5,3.83,4.09
2024,7,25,6,3.58,3.86
2024,7,25,7,3.3,3.56
2024,7,25,8,3.05,3.31
2024,7,25,9,2.78,3.04
2024,7,25,10,2.7,2.94
2024,7,25,11,2.69,2.94
2024,7,25,12,2.79,3.12
2024,7,25,13,2.9,3.35
2024,7,25,14,2.82,3.41
2024,7,25,15,2.69,3.4
2024,7,25,16,2.59,3.38
2024,7,25,17,2.55,3.4
2024,7,25,18,2.49,3.32
2024,7,25,19,2.46,3.27
2024,7,25,20,2.7,3.54
2024,7,25,21,3.08,3.91
2024,7,25,22,3.66,4.42
2024,7,25,23,4.17,4.83
2024,7,26,0,4.45,5.02
2024,7,26,1,4.68,5.2
2024,7,26,2,4.94,5.44
2024,7,26,3,5.1,5.6
2024,7,26,4,5.07,5.53
2024,7,26,5,4.88,5.29
2024,7,26,6,4.7,5.1
2024,7,26,7,4.36,4.68
2024,7,26,8,3.94,4.21
2024,7,26,9,3.64,3.88
2024,7,26,10,3.59,3.83
2024,7,26,11,3.63,3.9
2024,7,26,12,3.56,3.87
2024,7,26,13,3.61,3.98
2024,7,26,14,3.76,4.19
2024,7,26,15,3.72,4.2
2024,7,26,16,3.59,4.08
2024,7,26,17,3.4,3.89
2024,7,26,18,3.41,3.91
2024,7,26,19,3.7,4.23
2024,7,26,20,3.91,4.41
2024,7,26,21,3.97,4.38
2024,7,26,22,3.88,4.23
2024,7,26,23,3.77,4.04
2024,7,27,0,3.59,3.83
2024,7,27,1,3.14,3.34
2024,7,27,2,2.53,2.68
2024,7,27,3,2.18,2.32
2024,7,27,4,1.92,2.08
2024,7,27,5,1.33,1.45
2024,7,27,6,1.03,1.15
2024,7,27,7,1.03,1.18
2024,7,27,8,1.05,1.25
2024,7,27,9,1.25,1.51
2024,7,27,10,1.59,1.94
2024,7,27,11,2.04,2.49
2024,7,27,12,2.41,2.94
2024,7,27,13,2.7,3.3
2024,7,27,14,2.86,3.47
2024,7,27,15,2.88,3.49
2024,7,27,16,2.9,3.54
2024,7,27,17,2.84,3.54
2024,7,27,18,2.6,3.32
2024,7,27,19,2.32,3.04
2024,7,27,20,2.24,2.96
2024,7,27,21,2.3,3.0
2024,7,27,22,2.14,2.8
2024,7,27,23,1.92,2.5
2024,7,28,0,1.7,2.19
2024,7,28,1,1.39,1.79
2024,7,28,2,1.03,1.3
2024,7,28,3,0.62,0.74
2024,7,28,4,0.27,0.21
2024,7,28,5,0.35,0.31
2024,7,28,6,0.54,0.53
2024,7,28,7,0.59,0.55
2024,7,28,8,0.51,0.44
2024,7,28,9,0.4,0.37
2024,7,28,10,0.67,0.81
2024,7,28,11,0.95,1.18
2024,7,28,12,1.14,1.44
2024,7,28,13,1.12,1.38
2024,7,28,14,1.31,1.53
2024,7,28,15,1.65,1.91
2024,7,28,16,1.94,2.23
2024,7,28,17,2.04,2.32
2024,7,28,18,2.06,2.34
2024,7,28,19,2.16,2.44
2024,7,28,20,2.13,2.39
2024,7,28,21,2.15,2.44
2024,7,28,22,2.14,2.45
2024,7,28,23,1.91,2.17
2024,7,29,0,1.47,1.65
2024,7,29,1,0.94,1.06
2024,7,29,2,0.37,0.41
2024,7,29,3,0.34,0.37
2024,7,29,4,0.96,1.06
2024,7,29,5,1.62,1.79
2024,7,29,6,2.09,2.33
2024,7,29,7,2.28,2.56
2024,7,29,8,2.51,2.85
2024,7,29,9,3.0,3.42
2024,7,29,10,3.38,3.9
2024,7,29,11,3.36,3.91
2024,7,29,12,3.15,3.69
2024,7,29,13,3.02,3.55
2024,7,29,14,2.99,3.53
2024,7,29,15,3.05,3.64
2024,7,29,16,3.32,4.01
2024,7,29,17,3.6,4.41
2024,7,29,18,3.98,4.9
2024,7,29,19,4.23,5.24
2024,7,29,20,4.39,5.43
2024,7,29,21,4.35,5.43
2024,7,29,22,4.23,5.36
2024,7,29,23,4.04,5.15
2024,7,30,0,3.71,4.8
2024,7,30,1,3.43,4.52
2024,7,30,2,3.29,4.33
2024,7,30,3,3.33,4.29
2024,7,30,4,3.57,4.47
2024,7,30,5,3.94,4.81
2024,7,30,6,4.16,5.02
2024,7,30,7,4.22,5.14
2024,7,30,8,4.25,5.24
2024,7,30,9,4.22,5.29
2024,7,30,10,4.06,5.2
2024,7,30,11,3.91,5.08
2024,7,30,12,3.92,5.2
2024,7,30,13,3.95,5.43
2024,7,30,14,3.88,5.49
2024,7,30,15,3.78,5.46
2024,7,30,16,3.73,5.47
2024,7,30,17,3.8,5.59
2024,7,30,18,4.12,5.92
2024,7,30,19,4.78,6.43
2024,7,30,20,5.71,7.05
2024,7,30,21,6.19,7.26
2024,7,30,22,6.35,7.31
2024,7,30,23,6.63,7.54
2024,7,31,0,6.66,7.56
2024,7,31,1,6.5,7.39
2024,7,31,2,6.39,7.27
2024,7,31,3,6.25,7.14
2024,7,31,4,5.99,6.86
2024,7,31,5,5.59,6.4
2024,7,31,6,5.08,5.88
2024,7,31,7,4.35,5.1
2024,7,31,8,3.84,4.56
2024,7,31,9,3.57,4.34
2024,7,31,10,3.32,4.12
2024,7,31,11,3.11,3.94
2024,7,31,12,2.87,3.8
2024,7,31,13,2.63,3.64
2024,7,31,14,2.24,3.24
2024,7,31,15,1.91,2.86
2024,7,31,16,1.63,2.49
2024,7,31,17,1.34,2.04
2024,7,31,18,1.36,2.08
2024,7,31,19,1.55,2.39
2024,7,31,20,2.08,3.02
2024,7,31,21,2.9,3.73
2024,7,31,22,3.68,4.4
2024,7,31,23,4.29,4.92
2024,8,1,0,4.47,5.02
2024,8,1,1,4.47,4.97
2024,8,1,2,4.57,5.01
2024,8,1,3,4.75,5.2
2024,8,1,4,4.88,5.34
2024,8,1,5,4.92,5.38
2024,8,1,6,4.84,5.29
2024,8,1,7,4.7,5.14
2024,8,1,8,4.47,4.92
2024,8,1,9,4.22,4.7
2024,8,1,10,4.02,4.51
2024,8,1,11,4.14,4.62
2024,8,1,12,4.83,5.36
2024,8,1,13,5.77,6.4
2024,8,1,14,6.64,7.41
2024,8,1,15,7.3,8.24
2024,8,1,16,7.85,8.92
2024,8,1,17,8.1,9.19
2024,8,1,18,8.35,9.44
2024,8,1,19,8.38,9.45
2024,8,1,20,8.28,9.31
2024,8,1,21,8.33,9.39
2024,8,1,22,8.26,9.31
2024,8,1,23,8.17,9.2
2024,8,2,0,8.13,9.15
2024,8,2,1,8.22,9.25
2024,8,2,2,8.29,9.34
2024,8,2,3,8.31,9.37
2024,8,2,4,8.26,9.31
2024,8,2,5,8.09,9.08
2024,8,2,6,7.92,8.92
2024,8,2,7,7.92,9.02
2024,8,2,8,8.13,9.39
2024,8,2,9,8.24,9.71
2024,8,2,10,8.22,9.84
2024,8,2,11,8.08,9.81
2024,8,2,12,7.99,9.84
2024,8,2,13,7.99,9.95
2024,8,2,14,7.9,9.91
2024,8,2,15,7.73,9.79
2024,8,2,16,7.67,9.73
2024,8,2,17,7.72,9.78
2024,8,2,18,7.9,10.0
2024,8,2,19,8.06,10.11
2024,8,2,20,8.22,10.03
2024,8,2,21,8.33,9.91
2024,8,2,22,8.51,9.9
2024,8,2,23,8.48,9.73
2024,8,3,0,8.54,9.74
2024,8,3,1,8.58,9.77
2024,8,3,2,8.64,9.83
2024,8,3,3,8.69,9.9
2024,8,3,4,8.69,9.88
2024,8,3,5,8.57,9.71
2024,8,3,6,8.37,9.54
2024,8,3,7,8.36,9.61
2024,8,3,8,8.37,9.81
2024,8,3,9,8.33,10.02
2024,8,3,10,8.35,10.31
2024,8,3,11,8.14,10.35
2024,8,3,12,7.87,10.29
2024,8,3,13,7.76,10.33
2024,8,3,14,7.75,10.39
2024,8,3,15,7.8,10.4
2024,8,3,16,7.84,10.34
2024,8,3,17,7.91,10.32
2024,8,3,18,8.27,10.62
2024,8,3,19,8.78,10.97
2024,8,3,20,9.24,11.19
2024,8,3,21,9.76,11.53
2024,8,3,22,10.03,11.67
2024,8,3,23,10.29,11.89
2024,8,4,0,10.3,11.87
2024,8,4,1,10.24,11.73
2024,8,4,2,10.23,11.73
2024,8,4,3,10.08,11.57
2024,8,4,4,9.79,11.23
2024,8,4,5,9.45,10.81
2024,8,4,6,9.27,10.63
2024,8,4,7,9.15,10.52
2024,8,4,8,8.79,10.18
2024,8,4,9,8.23,9.74
2024,8,4,10,7.58,9.24
2024,8,4,11,6.94,8.81
2024,8,4,12,6.49,8.52
2024,8,4,13,6.09,8.24
2024,8,4,14,5.75,7.97
2024,8,4,15,5.42,7.67
2024,8,4,16,5.06,7.32
2024,8,4,17,4.6,6.81
2024,8,4,18,4.25,6.48
2024,8,4,19,4.09,6.38
2024,8,4,20,4.0,6.15
2024,8,4,21,3.95,5.77
2024,8,4,22,3.83,5.29
2024,8,4,23,3.62,4.77
2024,8,5,0,3.29,4.22
2024,8,5,1,3.08,3.86
2024,8,5,2,3.12,3.78
2024,8,5,3,3.22,3.8
2024,8,5,4,3.26,3.81
2024,8,5,5,3.22,3.77
2024,8,5,6,3.06,3.72
2024,8,5,7,2.64,3.33
2024,8,5,8,2.2,2.96
2024,8,5,9,1.91,2.61
2024,8,5,10,1.83,2.49
2024,8,5,11,2.0,2.75
2024,8,5,12,2.25,3.19
2024,8,5,13,2.55,3.68
2024,8,5,14,2.86,4.16
2024,8,5,15,3.13,4.58
2024,8,5,16,3.28,4.85
2024,8,5,17,3.31,5.0
2024,8,5,18,3.39,5.27
2024,8,5,19,3.65,5.75
2024,8,5,20,3.95,6.23
2024,8,5,21,4.34,6.77
2024,8,5,22,4.93,7.24
2024,8,5,23,5.59,7.53
2024,8,6,0,6.06,7.59
2024,8,6,1,6.14,7.46
2024,8,6,2,5.95,7.12
2024,8,6,3,5.67,6.75
2024,8,6,4,5.32,6.29
2024,8,6,5,4.97,5.82
2024,8,6,6,4.52,5.28
2024,8,6,7,4.2,4.88
2024,8,6,8,3.98,4.65
2024,8,6,9,3.76,4.55
2024,8,6,10,3.69,4.59
2024,8,6,11,3.73,4.66
2024,8,6,12,3.73,4.7
2024,8,6,13,3.65,4.66
2024,8,6,14,3.57,4.63
2024,8,6,15,3.52,4.67
2024,8,6,16,3.56,4.8
2024,8,6,17,3.64,4.98
2024,8,6,18,3.86,5.46
2024,8,6,19,4.19,6.1
2024,8,6,20,4.42,6.48
2024,8,6,21,4.47,6.43
2024,8,6,22,4.54,6.16
2024,8,6,23,4.52,5.75
2024,8,7,0,4.42,5.36
2024,8,7,1,4.33,5.11
2024,8,7,2,4.39,5.13
2024,8,7,3,4.56,5.31
2024,8,7,4,4.71,5.47
2024,8,7,5,4.68,5.38
2024,8,7,6,4.54,5.27
2024,8,7,7,4.51,5.23
2024,8,7,8,4.43,5.19
2024,8,7,9,4.29,5.19
2024,8,7,10,4.3,5.3
2024,8,7,11,4.43,5.46
2024,8,7,12,4.38,5.45
2024,8,7,13,4.22,5.37
2024,8,7,14,4.02,5.27
2024,8,7,15,3.84,5.14
2024,8,7,16,3.67,4.98
2024,8,7,17,3.47,4.71
2024,8,7,18,3.47,4.8
2024,8,7,19,3.66,5.19
2024,8,7,20,3.88,5.6
2024,8,7,21,4.08,6.06
2024,8,7,22,4.27,6.4
2024,8,7,23,4.44,6.57
2024,8,8,0,4.56,6.64
2024,8,8,1,4.9,7.03
2024,8,8,2,5.23,7.24
2024,8,8,3,5.45,7.32
2024,8,8,4,5.69,7.49
2024,8,8,5,5.81,7.5
2024,8,8,6,5.63,7.18
2024,8,8,7,5.3,6.75
2024,8,8,8,4.96,6.46
2024,8,8,9,4.75,6.3
2024,8,8,10,4.64,6.23
2024,8,8,11,4.51,6.2
2024,8,8,12,4.5,6.33
2024,8,8,13,4.58,6.56
2024,8,8,14,4.63,6.73
2024,8,8,15,4.59,6.75
2024,8,8,16,4.45,6.62
2024,8,8,17,4.24,6.45
2024,8,8,18,4.26,6.68
2024,8,8,19,4.52,7.18
2024,8,8,20,4.88,7.68
2024,8,8,21,5.32,8.1
2024,8,8,22,5.8,8.44
2024,8,8,23,6.07,8.41
2024,8,9,0,6.08,8.2
2024,8,9,1,6.02,8.0
2024,8,9,2,6.12,8.04
2024,8,9,3,6.28,8.16
2024,8,9,4,6.31,8.2
2024,8,9,5,6.12,8.03
2024,8,9,6,5.88,7.84
2024,8,9,7,5.75,7.77
2024,8,9,8,5.43,7.5
2024,8,9,9,5.17,7.33
2024,8,9,10,4.91,7.15
2024,8,9,11,4.75,7.02
2024,8,9,12,4.63,6.95
2024,8,9,13,4.57,6.96
2024,8,9,14,4.54,7.04
2024,8,9,15,4.56,7.21
2024,8,9,16,4.57,7.26
2024,8,9,17,4.49,7.12
2024,8,9,18,4.27,6.76
2024,8,9,19,4.21,6.75
2024,8,9,20,4.44,7.11
2024,8,9,21,4.85,7.55
2024,8,9,22,5.22,7.82
2024,8,9,23,5.65,8.14
2024,8,10,0,5.91,8.18
2024,8,10,1,6.11,8.11
2024,8,10,2,6.1,7.83
2024,8,10,3,5.88,7.45
2024,8,10,4,5.68,7.15
2024,8,10,5,5.48,6.84
2024,8,10,6,5.68,7.07
2024,8,10,7,6.06,7.47
2024,8,10,8,6.2,7.6
2024,8,10,9,6.06,7.49
2024,8,10,10,5.79,7.27
2024,8,10,11,5.43,7.02
2024,8,10,12,5.11,6.83
2024,8,10,13,4.85,6.66
2024,8,10,14,4.59,6.45
2024,8,10,15,4.46,6.33
2024,8,10,16,4.45,6.31
2024,8,10,17,4.69,6.52
2024,8,10,18,5.35,7.08
2024,8,10,19,6.43,8.07
2024,8,10,20,7.47,8.98
2024,8,10,21,8.44,9.89
2024,8,10,22,9.14,10.63
2024,8,10,23,9.29,10.71
2024,8,11,0,8.9,10.24
2024,8,11,1,8.42,9.66
2024,8,11,2,8.35,9.57
2024,8,11,3,8.63,9.9
2024,8,11,4,8.61,9.85
2024,8,11,5,8.2,9.34
2024,8,11,6,7.81,8.92
2024,8,11,7,7.43,8.46
2024,8,11,8,7.11,8.11
2024,8,11,9,6.74,7.72
2024,8,11,10,6.22,7.18
2024,8,11,11,5.74,6.69
2024,8,11,12,5.43,6.43
2024,8,11,13,5.2,6.3
2024,8,11,14,4.96,6.22
2024,8,11,15,4.78,6.18
2024,8,11,16,4.59,6.05
2024,8,11,17,4.36,5.81
2024,8,11,18,4.1,5.45
2024,8,11,19,3.94,5.18
2024,8,11,20,3.91,5.0
2024,8,11,21,3.9,4.92
2024,8,11,22,4.03,5.02
2024,8,11,23,4.16,5.11
2024,8,12,0,4.27,5.23
2024,8,12,1,4.31,5.31
2024,8,12,2,4.22,5.21
2024,8,12,3,3.94,4.85
2024,8,12,4,3.59,4.46
2024,8,12,5,3.19,3.92
2024,8,12,6,2.73,3.33
2024,8,12,7,2.43,2.96
2024,8,12,8,2.27,2.8
2024,8,12,9,2.28,2.87
2024,8,12,10,2.43,3.08
2024,8,12,11,2.54,3.31
2024,8,12,12,2.5,3.41
2024,8,12,13,2.4,3.38
2024,8,12,14,2.26,3.25
2024,8,12,15,2.09,3.02
2024,8,12,16,1.94,2.81
2024,8,12,17,1.87,2.68
2024,8,12,18,1.91,2.78
2024,8,12,19,2.2,3.27
2024,8,12,20,2.76,4.05
2024,8,12,21,3.54,4.9
2024,8,12,22,4.3,5.54
2024,8,12,23,4.83,5.92
2024,8,13,0,5.14,6.15
2024,8,13,1,5.27,6.23
